"nodeID" "nodeLabel" "latitude" "longitude" "country_name" "country_ISO3"
138 "Tervajoki" 63.0008229999998 22.1711204999998 "Finland" "FIN"
153 "Vaasa" 63.0976379999998 21.6218679999998 "Finland" "FIN"
41 "Karkku" 61.4434464999998 23.0494879999998 "Finland" "FIN"
156 "Vammala" 61.3494589999998 22.8876529999998 "Finland" "FIN"
65 "Kotka" 60.4642914999998 26.9275084999998 "Finland" "FIN"
108 "Pasila" 60.1988339999998 24.9334589999998 "Finland" "FIN"
16 "Helsinki" 60.1714324999998 24.9425074999998 "Finland" "FIN"
59 "Kokemäki" 61.2542099999998 22.3033099999998 "Finland" "FIN"
14 "Harjavalta" 61.3097024999998 22.1332534999998 "Finland" "FIN"
114 "Pori" 61.4772159999998 21.7868844999998 "Finland" "FIN"
146 "Turku" 60.4538399999998 22.2521564999998 "Finland" "FIN"
135 "Tammisaari" 59.9795349999998 23.4432704999998 "Finland" "FIN"
13 "Hanko" 59.8268124999998 22.9683364999998 "Finland" "FIN"
47 "Kemijärvi" 66.7242049999998 27.4037469999998 "Finland" "FIN"
61 "Kolari" 67.3488324999998 23.8362774999998 "Finland" "FIN"
109 "Pello" 66.7847709999998 23.9935524999998 "Finland" "FIN"
5 "Dragsvik" 59.9900634999998 23.4881464999998 "Finland" "FIN"
166 "Ylitornio" 66.3855199999998 23.7096779999998 "Finland" "FIN"
97 "Nokia" 61.4818644999998 23.5011394999998 "Finland" "FIN"
147 "Turun satama" 60.4346264999998 22.2236149999998 "Finland" "FIN"
73 "Lappohja" 59.9041579999998 23.2368999999998 "Finland" "FIN"
69 "Kymi" 60.5389509999998 26.9067654999998 "Finland" "FIN"
82 "Loviisan satama" 60.4097739999998 26.2558764999998 "Finland" "FIN"
81 "Louhela" 60.2702234999998 24.8537039999998 "Finland" "FIN"
102 "Oulunkylä" 60.2278764999998 24.9655689999998 "Finland" "FIN"
2 "Ainola" 60.4558954999998 25.1017934999998 "Finland" "FIN"
126 "Saunakallio" 60.4871614999998 25.0658629999998 "Finland" "FIN"
160 "Vehkala" 60.2950524999998 24.8439329999998 "Finland" "FIN"
56 "Kivistö" 60.3147389999998 24.8474029999998 "Finland" "FIN"
4 "Aviapolis" 60.3041229999998 24.9560104999998 "Finland" "FIN"
77 "Lentoasema" 60.3145379999998 24.9673899999998 "Finland" "FIN"
75 "Leinelä" 60.3228154999998 25.0385534999998 "Finland" "FIN"
128 "Savonlinna" 61.8797869999998 28.8550684999998 "Finland" "FIN"
18 "Hiekkaharju" 60.3028054999998 25.0490309999998 "Finland" "FIN"
157 "Vantaankoski" 60.2855934999998 24.8484024999998 "Finland" "FIN"
45 "Kausala" 60.8866054999998 26.3194309999998 "Finland" "FIN"
151 "Uusikylä" 60.9278174999998 26.0166154999998 "Finland" "FIN"
63 "Koria" 60.8478509999998 26.6031344999998 "Finland" "FIN"
119 "Retretti" 61.8034739999998 29.2934309999998 "Finland" "FIN"
159 "Vartius" 64.5458169999998 29.9898564999998 "Finland" "FIN"
80 "Loimaa" 60.8475029999998 23.0603749999998 "Finland" "FIN"
8 "Haapajärvi" 63.7544839999998 25.3344254999998 "Finland" "FIN"
98 "Nurmes" 63.5409344999998 29.1375769999998 "Finland" "FIN"
22 "Iisalmi" 63.5603214999998 27.2010299999998 "Finland" "FIN"
30 "Joensuu" 62.5996524999998 29.7767639999998 "Finland" "FIN"
130 "Siilinjärvi" 63.0750684999998 27.6665249999998 "Finland" "FIN"
67 "Kuopio" 62.8972324999998 27.6807019999998 "Finland" "FIN"
134 "Suonenjoki" 62.6237164999998 27.1249374999998 "Finland" "FIN"
50 "Kesälahti" 61.8874024999998 29.8028769999998 "Finland" "FIN"
54 "Kitee" 62.1428064999998 30.0490409999998 "Finland" "FIN"
15 "Heinävesi" 62.3825589999998 28.6435584999998 "Finland" "FIN"
111 "Pieksämäki" 62.3013044999998 27.1676374999998 "Finland" "FIN"
158 "Varkaus" 62.3123079999998 27.8738014999998 "Finland" "FIN"
105 "Parikkala" 61.5586714999998 29.5028004999998 "Finland" "FIN"
131 "Simpele" 61.4247899999998 29.3711924999998 "Finland" "FIN"
25 "Imatra" 61.1962304999998 28.7768469999998 "Finland" "FIN"
72 "Lappeenranta" 61.0479814999998 28.1952239999998 "Finland" "FIN"
33 "Joutseno" 61.1203439999998 28.4884199999998 "Finland" "FIN"
122 "Runni" 63.6020489999998 26.8863839999998 "Finland" "FIN"
96 "Nivala" 63.9364114999998 24.9607039999998 "Finland" "FIN"
55 "Kiuruvesi" 63.6408799999998 26.6114104999998 "Finland" "FIN"
38 "Kannus" 63.8983189999998 23.9148994999998 "Finland" "FIN"
60 "Kokkola" 63.8346759999998 23.1315544999998 "Finland" "FIN"
104 "Pännäinen" 63.5954379999998 22.7902774999998 "Finland" "FIN"
74 "Lapua" 62.9713094999998 23.0142369999998 "Finland" "FIN"
42 "Kauhava" 63.0995684999998 23.0353549999998 "Finland" "FIN"
1 "Ähtäri" 62.5535144999998 24.0635924999998 "Finland" "FIN"
148 "Tuuri" 62.6039739999998 23.7348274999998 "Finland" "FIN"
129 "Seinäjoki" 62.7919109999998 22.8444529999998 "Finland" "FIN"
110 "Petäjävesi" 62.2569679999998 25.1894704999998 "Finland" "FIN"
165 "Vilppula" 62.0257964999998 24.5068879999998 "Finland" "FIN"
106 "Parkano" 62.0520224999998 23.0782984999998 "Finland" "FIN"
70 "Lahti" 60.9763939999998 25.6575779999998 "Finland" "FIN"
136 "Tampere" 61.4985169999998 23.7735209999998 "Finland" "FIN"
