"nodeID" "nodeLabel" "latitude" "longitude" "country_name" "country_ISO3"
11 "Hämeenlinna" 61.0025759999998 24.4787414999998 "Finland" "FIN"
141 "Toijala" 61.1705584999998 23.8614994999998 "Finland" "FIN"
163 "Viiala" 61.2112119999998 23.7711659999998 "Finland" "FIN"
23 "Iittala" 61.0902809999998 24.1415654999998 "Finland" "FIN"
107 "Parola" 61.0499444999998 24.3664884999998 "Finland" "FIN"
66 "Kouvola" 60.8653189999998 26.7052489999998 "Finland" "FIN"
26 "Inkeroinen" 60.6967674999998 26.8392019999998 "Finland" "FIN"
124 "Ryttylä" 60.8184249999998 24.7580389999998 "Finland" "FIN"
21 "Hyvinkää" 60.6313574999998 24.8577194999998 "Finland" "FIN"
31 "Jokela" 60.5528404999998 24.9707049999998 "Finland" "FIN"
49 "Kerava" 60.4042679999998 25.1061414999998 "Finland" "FIN"
